,Industry_code_NZSIOC,Year,Additions to fixed assets,Closing stocks,Current assets,Current liabilities,Current ratio,Depreciation,Disposals of fixed assets,Fixed tangible assets,"Government funding, grants and subsidies",Indirect taxes,Interest and donations,"Interest, dividends and donations",Liabilities structure,Non-operating expenses,Non-operating income,Opening stocks,Other assets,Other liabilities,Other purchases and operating expenses,Purchases and other operating expenses,Purchases of goods bought for resale,Quick ratio,Redundancy and severance,Return on equity,Return on total assets,Salaries and wages paid,Sales of goods not further processed,Sales of other goods and services,Shareholders funds or owners equity,Surplus before income tax,Surplus per employee count,Total assets,Total equity and liabilities,Total expenditure,Total income,Total income per employee count(3),Liability,Leverage ratio
194,FF114,2015,230.0,1830.0,6097.0,4514.0,135.0,136.0,76.0,1125.0,0.0,175.0,105.0,113.0,36.0,91.0,208.0,1713.0,1600.0,1128.0,3221.0,0.0,23607.0,95.0,4.0,25.0,9.0,1135.0,26785.0,1016.0,3180.0,787.0,39400.0,9.084890521258767,8821.0,28469.0,29139.0,1458300.0,5642.0,1.7742138364779874
195,FF115,2013,151.0,2098.0,6499.0,3434.0,189.0,122.0,103.0,11026.024064171123,5.0,180.3384223918575,93.0,76.0,44.0,375.65934065934067,81.0,2036.0,26252.71780821918,1089.0,2471.0,0.0,8365.0,128.0,8.0,21.0,9.0,1330.0,12278.0,389.0,3585.0,751.0,33200.0,9.000606507571892,8108.0,12530.0,13218.0,584900.0,4523.0,1.2616457461645747
196,FF115,2014,211.0,2142.0,6515.0,3964.0,164.0,135.0,173.0,11026.024064171123,18.130841121495326,39.0,101.0,62.0,39.0,156.0,514.2264150943396,2071.0,26252.71780821918,1074.0,2422.0,0.0,8741.0,110.0,8.0,26.0,10.0,1361.0,12751.0,432.0,3287.0,869.0,38100.0,9.026898187513526,8324.0,12954.0,13752.0,603200.0,5038.0,1.5327045938545787
197,FF115,2015,204.0,2328.0,6873.0,4056.0,169.0,126.0,73.0,11026.024064171123,4.0,41.0,93.0,73.0,41.0,113.0,63.0,2203.0,26252.71780821918,1121.0,2575.0,0.0,9059.0,112.0,7.0,28.0,11.0,1397.0,13097.0,523.5,3603.0,1006.0,43700.0,9.080231686629162,8780.0,13404.0,14284.0,620600.0,5177.0,1.4368581737441022
198,FF116,2013,27.0,46.0,457.0,289.0,158.0,20.0,14.0,11026.024064171123,0.0,180.3384223918575,9.0,10.0,62.0,375.65934065934067,3.0,37.0,26252.71780821918,263.0,208.0,0.0,99.0,142.0,0.0,11.0,7.0,149.0,97.0,278.0,892.0,98.0,35000.0,7.274479558773871,1443.0,576.0,666.0,236700.0,552.0,0.6188340807174888
199,FF116,2014,32.0,45.0,461.0,349.0,132.0,23.0,11.0,11026.024064171123,0.0,4.0,9.0,10.0,57.0,7.0,6.0,40.0,26252.71780821918,282.0,222.0,0.0,79.0,119.0,0.0,24.0,14.0,161.0,84.0,303.5,845.0,206.0,75800.0,7.29776828253138,1477.0,505.0,706.0,260600.0,631.0,0.7467455621301775
200,FF116,2015,36.0,47.0,513.0,379.0,135.0,27.0,17.0,11026.024064171123,0.0,6.0,22.0,15.0,59.0,11.0,4.0,36.0,26252.71780821918,249.0,257.0,0.0,81.0,123.0,0.0,27.0,16.0,178.0,92.0,353.0,903.0,243.0,90600.0,7.3343293503005365,1532.0,583.0,816.0,304000.0,628.0,0.6954595791805094
201,GH,2013,2414.0,6705.0,14485.0,14223.0,102.0,1077.0,1414.0,12480.0,9.0,259.0,605.0,294.0,32.0,318.0,271.0,6503.0,7277.0,9011.0,11801.0,0.0,43466.0,55.0,11.0,23.0,8.0,9178.0,58710.0,4899.5,11007.0,2580.0,8200.0,10.441208239764762,34242.0,66704.0,69082.0,219400.0,23234.0,2.11083855728173
202,GH,2014,2152.0,6889.0,15095.0,14605.0,103.0,1042.0,1010.0,12321.0,9.0,263.0,576.0,276.0,32.0,286.0,200.0,6609.0,7403.0,8938.0,12225.0,0.0,45135.0,56.0,8.0,25.0,8.0,9595.0,61078.0,5035.0,11275.0,2792.0,8600.0,10.45791849378284,34819.0,69122.0,71634.0,221200.0,23543.0,2.088070953436807
203,GH,2015,2599.0,7223.0,16066.0,15493.0,104.0,1075.0,1148.0,13114.0,10.0,269.0,597.0,271.0,32.0,271.0,216.0,7003.0,7336.0,9473.0,13036.0,0.0,46988.0,57.0,10.0,26.0,8.0,10246.0,63954.0,5397.0,11551.0,2981.0,8900.0,10.505505799684972,36516.0,72483.0,75244.0,225200.0,24966.0,2.1613713098433034
204,GH11,2013,176.0,1499.0,2626.0,1904.0,138.0,83.0,98.0,659.0,0.0,30.0,92.0,36.0,26.0,14.0,13.0,1393.0,414.0,821.0,888.0,0.0,12141.0,59.0,7.034188034188034,23.0,6.0,951.0,13928.0,172.0,975.0,227.0,10200.0,8.216088098632316,3700.0,14199.0,14321.0,640200.0,2725.0,2.7948717948717947
205,GH11,2014,181.0,1575.0,2836.0,2042.0,139.0,70.0,81.0,628.0,0.0,33.0,81.0,32.0,28.0,10.0,9.0,1460.0,406.0,748.0,894.0,0.0,13006.0,62.0,3.0,30.0,8.0,972.0,14806.0,211.5,1080.0,320.0,13100.0,8.261009786023827,3870.0,15066.0,15271.0,626300.0,2790.0,2.5833333333333335
206,GH11,2015,151.0,1722.0,2984.0,2151.0,139.0,76.0,45.0,703.0,0.0,32.0,97.0,36.0,28.0,16.0,12.0,1625.0,395.0,789.0,970.0,0.0,13402.0,59.0,0.0,30.0,8.0,1091.0,15437.0,221.5,1142.0,341.0,13200.0,8.314587291319576,4083.0,15684.0,15928.0,616500.0,2940.0,2.574430823117338
207,GH12,2013,455.0,958.0,2269.0,2911.0,78.0,227.0,338.0,1873.0,0.0,32.0,75.0,65.0,31.0,50.0,24.0,903.0,1745.0,1122.0,1418.0,0.0,15200.0,45.0,0.0,44.0,14.0,1707.0,18945.0,213.5,1854.0,807.0,12700.0,8.68050180902826,5887.0,18709.0,19461.0,306400.0,4033.0,2.17529665587918
208,GH12,2014,411.0,924.0,2233.0,3010.0,74.0,231.0,81.0,1928.0,0.0,32.0,62.0,55.0,31.0,49.0,14.0,943.0,1755.0,1060.0,1497.0,0.0,15093.0,43.0,0.0,45.0,14.0,1694.0,18977.0,234.5,1847.0,838.0,13500.0,8.68541582383069,5916.0,18658.0,19516.0,313300.0,4070.0,2.2035733622089877
209,GH12,2015,444.0,1001.0,2557.0,3110.0,82.0,236.0,109.0,1924.0,0.0,35.0,67.0,57.0,31.0,58.0,34.0,950.0,1753.0,1164.0,1537.0,0.0,15749.0,50.0,2.0,44.0,14.0,1792.0,19723.0,237.0,1960.0,865.0,13800.0,8.737773460327283,6234.0,19474.0,20288.0,322900.0,4274.0,2.1806122448979592
210,GH13,2013,573.0,4047.0,7421.0,5723.0,130.0,371.0,225.0,2471.0,7.0,97.0,214.0,129.0,33.0,158.0,67.0,4019.0,2812.0,2843.0,4405.0,0.0,14881.0,59.0,7.034188034188034,23.0,7.0,3628.0,23296.0,589.0,4137.0,952.0,9100.0,9.449672183486918,12704.0,23752.0,24676.0,236300.0,8566.0,2.070582547739908
211,GH13,2014,644.0,4204.0,7879.0,5786.0,136.0,354.0,257.0,2506.0,18.130841121495326,92.0,213.0,125.0,32.0,133.0,514.2264150943396,4028.0,2831.0,3163.0,4518.0,0.0,15781.0,63.0,4.0,25.0,8.0,3886.0,24580.0,526.0,4267.0,1047.0,9700.0,9.48918349576076,13216.0,24977.0,25847.0,238700.0,8949.0,2.0972580267166627
212,GH13,2015,723.0,4280.0,8047.0,6118.0,132.0,375.0,300.0,2773.0,18.130841121495326,97.0,214.0,103.0,32.0,112.0,514.2264150943396,4221.0,2818.0,3178.0,4792.0,0.0,16508.0,62.0,8.0,23.0,7.0,4033.0,25894.0,499.5,4342.0,1006.0,9100.0,9.520615293080597,13638.0,26131.0,27078.0,246200.0,9296.0,2.140948871487794
213,GH131,2013,166.0,1455.0,2759.0,2429.0,114.0,120.0,81.0,886.0,1.0,38.0,85.0,17.0,29.0,58.0,23.0,1428.0,681.0,647.0,1398.0,0.0,6809.0,54.0,7.034188034188034,15.0,4.0,1275.0,9576.0,161.0,1250.0,185.0,5800.0,8.37216741936598,4325.0,9782.0,9940.0,313700.0,3076.0,2.4608
214,GH131,2014,203.0,1495.0,2926.0,2353.0,124.0,107.0,147.0,798.0,0.0,40.0,63.0,16.0,28.0,53.0,29.0,1373.0,704.0,850.0,1463.0,0.0,7529.0,61.0,2.0,25.0,7.0,1446.0,10615.0,111.0,1225.0,301.0,8800.0,8.395703293828527,4428.0,10702.0,10881.0,319700.0,3203.0,2.6146938775510202
215,GH131,2015,223.0,1537.0,3158.0,2436.0,130.0,110.0,172.0,875.0,1.0,39.0,69.0,19.0,30.0,25.0,32.0,1464.0,739.0,918.0,1469.0,0.0,7770.0,67.0,0.0,27.0,8.0,1490.0,10994.0,121.0,1418.0,389.0,11500.0,8.470520783217808,4772.0,10972.0,11288.0,335200.0,3354.0,2.365303244005642
216,GH132,2013,173.0,1246.0,2138.0,1728.0,124.0,106.0,59.0,594.0,0.0,20.0,57.0,76.0,29.0,51.0,24.0,1313.0,740.0,751.0,1160.0,0.0,2659.0,52.0,4.0,22.0,6.0,868.0,4975.0,64.0,994.0,215.0,7200.0,8.152774052744075,3473.0,4921.0,5203.0,174600.0,2479.0,2.493963782696177
217,GH132,2014,144.0,1311.0,2294.0,1798.0,128.0,97.0,53.0,572.0,0.0,18.0,70.0,65.0,26.0,47.0,14.0,1312.0,740.0,871.0,1182.0,0.0,2833.0,55.0,1.0,25.0,6.0,858.0,5160.0,49.0,937.0,231.0,7700.0,8.190354403763262,3606.0,5105.0,5337.0,177700.0,2669.0,2.848452508004269
218,GH132,2015,207.0,1313.0,2063.0,1876.0,110.0,110.0,53.0,668.0,0.0,18.0,71.0,33.0,22.0,47.0,17.0,1391.0,923.0,958.0,1319.0,0.0,3030.0,40.0,2.0,18.0,4.0,887.0,5545.0,57.0,819.0,150.0,4800.0,8.203304026795282,3653.0,5481.0,5710.0,181900.0,2834.0,3.4603174603174605
219,GH133,2013,88.0,696.0,954.0,398.0,240.0,65.0,12.0,405.0,18.130841121495326,21.0,1120.5331564986736,8.0,45.0,375.65934065934067,514.2264150943396,641.0,754.0,774.0,581.0,0.0,2571.0,65.0,7.034188034188034,18.0,8.0,593.0,3942.0,8.5,940.0,174.0,9600.0,7.655390644826152,2112.0,3855.0,3975.0,219300.0,1172.0,1.2468085106382978
220,GH133,2014,141.0,711.0,975.0,425.0,230.0,72.0,4.0,479.0,18.130841121495326,19.0,1120.5331564986736,8.0,46.0,375.65934065934067,514.2264150943396,695.0,790.0,796.0,586.0,0.0,2608.0,62.0,0.0,17.0,8.0,633.0,4062.0,12.0,1024.0,173.0,9300.0,7.716015266642587,2244.0,3953.0,4110.0,220500.0,1221.0,1.1923828125
221,GH133,2015,102.0,750.0,996.0,476.0,209.0,72.0,4.0,517.0,18.130841121495326,21.0,1120.5331564986736,9.0,47.0,375.65934065934067,514.2264150943396,711.0,512.0,607.0,588.0,0.0,2747.0,52.0,3.0,24.0,11.0,662.0,4264.0,12.0,942.0,225.0,12000.0,7.613324979540639,2025.0,4122.0,4309.0,229600.0,1083.0,1.1496815286624205
222,GH134,2013,108.0,559.0,1221.0,967.0,126.0,64.0,52.0,491.0,18.130841121495326,16.0,1120.5331564986736,22.0,32.0,375.65934065934067,514.2264150943396,547.0,510.0,536.0,997.0,0.0,2450.0,68.0,0.0,42.0,13.0,759.0,4068.0,268.5,718.0,299.0,13800.0,7.706162970199576,2222.0,4355.0,4642.0,213400.0,1503.0,2.0933147632311977
223,GH134,2014,117.0,584.0,1274.0,964.0,132.0,62.0,38.0,544.0,1.0,13.0,1120.5331564986736,29.0,36.0,375.65934065934067,19.0,553.0,531.0,539.0,1008.0,0.0,2391.0,72.0,0.0,34.0,12.0,791.0,3997.0,263.0,847.0,287.0,12800.0,7.762170607138205,2350.0,4316.0,4573.0,203000.0,1503.0,1.7744982290436835
224,GH134,2015,129.0,555.0,1381.0,1051.0,131.0,64.0,51.0,568.0,0.0,17.0,1120.5331564986736,30.0,35.0,375.65934065934067,16.0,547.0,564.0,573.0,1075.0,0.0,2469.0,79.0,1.0,21.0,7.0,820.0,4207.0,213.0,889.0,188.0,8300.0,7.829232537543592,2513.0,4499.0,4680.0,205600.0,1624.0,1.8267716535433072
225,GH135,2013,38.0,90.0,350.0,201.0,174.0,17.0,21.0,95.0,0.0,1.0,15.0,7.0,41.0,10.0,3.0,90.0,127.0,136.0,270.0,0.0,392.0,129.0,0.0,34.0,14.0,133.0,734.0,86.5,235.0,80.0,25800.0,6.349138991379798,572.0,838.0,917.0,297400.0,337.0,1.4340425531914893
226,GH135,2014,40.0,104.0,409.0,246.0,166.0,16.0,16.0,112.0,0.0,2.0,18.0,6.0,40.0,9.0,11.0,94.0,67.0,108.0,278.0,0.0,420.0,124.0,0.0,24.0,9.0,158.0,746.0,91.0,234.0,55.0,18000.0,6.376726947898627,588.0,901.0,945.0,309500.0,354.0,1.5128205128205128
227,GH135,2015,62.0,126.0,449.0,279.0,161.0,20.0,21.0,145.0,0.0,2.0,11.0,12.0,41.0,15.0,3.0,107.0,80.0,122.0,342.0,0.0,493.0,116.0,2.0,19.0,8.0,175.0,884.0,96.0,274.0,53.0,15600.0,6.513230110912307,674.0,1057.0,1091.0,320900.0,401.0,1.4635036496350364
228,GH21,2013,1211.0,201.0,2168.0,3686.0,59.0,396.0,753.0,7477.0,1.0,100.0,225.0,64.0,34.0,96.0,167.0,188.0,2306.0,4224.0,5090.0,0.0,1244.0,53.0,1.0,15.0,5.0,2892.0,2541.0,3925.5,4041.0,594.0,4800.0,9.388570235866881,11951.0,10043.0,10624.0,85400.0,7910.0,1.957436278148973
229,GH21,2014,916.0,185.0,2147.0,3768.0,57.0,387.0,592.0,7259.0,18.130841121495326,106.0,220.0,63.0,35.0,94.0,514.2264150943396,178.0,2410.0,3967.0,5316.0,0.0,1255.0,52.0,1.0,14.0,5.0,3043.0,2715.0,4063.5,4081.0,587.0,4600.0,9.377209824211215,11816.0,10420.0,11000.0,85300.0,7735.0,1.895368782161235
230,GH21,2015,1282.0,221.0,2479.0,4114.0,60.0,389.0,694.0,7714.0,18.130841121495326,104.0,220.0,74.0,33.0,86.0,514.2264150943396,206.0,2369.0,4342.0,5737.0,0.0,1329.0,55.0,0.0,19.0,6.0,3330.0,2900.0,4439.5,4106.0,769.0,5700.0,9.438431663014326,12562.0,11195.0,11950.0,88200.0,8456.0,2.0594252313687287
231,GH211,2013,580.0,47.0,1095.0,1712.0,64.0,151.0,428.0,4852.0,1.0,57.0,133.0,27.0,37.0,63.0,110.0,48.0,1194.0,2822.0,1322.0,0.0,162.0,61.0,0.0,10.0,4.0,711.0,427.0,1145.5,2608.0,254.0,9700.0,8.87360810154911,7141.0,2600.0,2855.0,108900.0,4534.0,1.7384969325153374
232,GH211,2014,399.0,42.0,1085.0,1785.0,61.0,137.0,311.0,4715.0,18.130841121495326,62.0,132.0,32.0,37.0,58.0,514.2264150943396,41.0,1261.0,2663.0,1373.0,0.0,148.0,58.0,0.0,9.0,3.0,724.0,480.0,1155.0,2615.0,245.0,9100.0,8.862483576488332,7062.0,2634.0,2878.0,107200.0,4448.0,1.7009560229445506
233,GH211,2015,613.0,46.0,1162.0,1812.0,64.0,132.0,355.0,4916.0,18.130841121495326,59.0,119.0,36.0,35.0,52.0,514.2264150943396,46.0,1107.0,2852.0,1457.0,0.0,148.0,62.0,0.0,13.0,5.0,735.0,502.0,1227.0,2522.0,338.0,12800.0,8.879889967673464,7186.0,2701.0,3038.0,115000.0,4664.0,1.8493259318001587
234,GH212,2013,631.0,154.0,1073.0,1974.0,54.0,245.0,326.0,2625.0,1.0,43.0,92.0,37.0,30.0,33.0,57.0,140.0,1112.0,1403.0,3767.0,0.0,1082.0,47.0,1.0,24.0,7.0,2180.0,2115.0,2780.0,1433.0,339.0,3500.0,8.478452363099807,4810.0,7443.0,7769.0,79100.0,3377.0,2.3565945568736915
235,GH212,2014,517.0,143.0,1062.0,1983.0,54.0,250.0,281.0,2544.0,0.0,44.0,88.0,31.0,31.0,36.0,39.0,137.0,1149.0,1305.0,3943.0,0.0,1107.0,46.0,1.0,23.0,7.0,2319.0,2235.0,2908.5,1467.0,342.0,3400.0,8.46674164792014,4754.0,7786.0,8122.0,79600.0,3288.0,2.2413087934560325
236,GH212,2015,669.0,174.0,1316.0,2302.0,57.0,257.0,339.0,2798.0,1.0,45.0,101.0,38.0,29.0,34.0,49.0,161.0,1262.0,1490.0,4280.0,0.0,1181.0,50.0,0.0,27.0,8.0,2595.0,2398.0,3212.0,1584.0,432.0,4000.0,8.589699882202986,5376.0,8494.0,8911.0,81700.0,3792.0,2.393939393939394
237,II,2013,2503.0,226.0,7070.0,7504.0,94.0,1273.0,804.0,20122.0,492.0,502.0,537.0,508.0,52.0,683.0,391.0,218.0,5536.0,8284.0,0.0,11750.0,0.0,91.0,38.0,10.0,5.0,4987.0,0.0,0.0,16941.0,1723.0,21100.0,10.396016814019003,32729.0,19731.0,21445.0,262200.0,15788.0,0.9319402632666313
238,II,2014,2148.0,234.0,7350.0,8220.0,89.0,1314.0,601.0,21217.0,399.0,553.0,1120.5331564986736,418.0,52.0,375.65934065934067,835.0,217.0,5909.0,8180.0,0.0,11979.0,0.0,87.0,27.0,13.0,7.0,5289.0,0.0,0.0,18076.0,2381.0,28300.0,10.44801870876729,34476.0,20178.0,22543.0,267900.0,16400.0,0.9072803717636645
239,II,2015,2693.0,236.0,8111.0,7925.0,102.0,1302.0,642.0,22469.0,351.0,576.0,500.0,1792.8257142857142,53.0,457.0,514.2264150943396,239.0,6213.0,9447.0,0.0,12388.0,0.0,99.0,10.0,12.0,7.0,5704.0,0.0,0.0,19421.0,2397.0,26900.0,10.513062888672096,36793.0,20928.0,23329.0,262100.0,17372.0,0.8944956490396992
240,II11,2013,818.0,30.0,1556.0,1763.0,88.0,415.0,236.0,11026.024064171123,152.0,400.0,138.0,71.0,33.0,45.0,71.0,28.0,26252.71780821918,1790.0,0.0,4243.0,0.0,87.0,4.0,26.0,8.0,1665.0,0.0,0.0,1741.0,445.0,13400.0,8.574329382787047,5294.0,6907.0,7351.0,220700.0,3553.0,2.0407811602527284
241,II11,2014,745.0,30.0,1458.0,1754.0,83.0,445.0,252.0,11026.024064171123,156.0,438.0,126.0,32.0,34.0,48.0,47.0,31.0,26252.71780821918,1801.0,0.0,4277.0,0.0,81.0,1.0,23.0,8.0,1762.0,0.0,0.0,1831.0,429.0,12400.0,8.591558273371545,5386.0,7097.0,7528.0,218100.0,3555.0,1.941561987984708
242,II11,2015,905.0,39.0,1571.0,1636.0,96.0,471.0,188.0,11026.024064171123,152.0,461.0,141.0,34.0,37.0,55.0,45.0,37.0,26252.71780821918,2110.0,0.0,4480.0,0.0,94.0,1.0,22.0,8.0,2003.0,0.0,0.0,2225.0,499.0,13400.0,8.694669696546992,5971.0,7610.0,8106.0,217700.0,3746.0,1.6835955056179774
243,II111,2013,818.0,30.0,1556.0,1763.0,88.0,415.0,236.0,11026.024064171123,152.0,400.0,138.0,71.0,33.0,45.0,71.0,28.0,26252.71780821918,1790.0,0.0,4243.0,0.0,87.0,4.0,26.0,8.0,1665.0,0.0,0.0,1741.0,445.0,13400.0,8.574329382787047,5294.0,6907.0,7351.0,220700.0,3553.0,2.0407811602527284
244,II111,2014,745.0,30.0,1458.0,1754.0,83.0,445.0,252.0,11026.024064171123,156.0,438.0,126.0,32.0,34.0,48.0,47.0,31.0,26252.71780821918,1801.0,0.0,4277.0,0.0,81.0,1.0,23.0,8.0,1762.0,0.0,0.0,1831.0,429.0,12400.0,8.591558273371545,5386.0,7097.0,7528.0,218100.0,3555.0,1.941561987984708
245,II111,2015,905.0,39.0,1571.0,1636.0,96.0,471.0,188.0,11026.024064171123,152.0,461.0,141.0,34.0,37.0,55.0,45.0,37.0,26252.71780821918,2110.0,0.0,4480.0,0.0,94.0,1.0,22.0,8.0,2003.0,0.0,0.0,2225.0,499.0,13400.0,8.694669696546992,5971.0,7610.0,8106.0,217700.0,3746.0,1.6835955056179774
246,II12,2013,404.0,53.0,2680.0,2873.0,93.0,430.0,152.0,11026.024064171123,18.130841121495326,19.0,124.0,1792.8257142857142,33.0,93.0,514.2264150943396,49.0,26252.71780821918,1936.0,0.0,4683.0,0.0,91.0,7.034188034188034,27.0,9.0,1445.0,0.0,0.0,2392.0,655.0,37600.0,8.881975184248867,7201.0,6794.0,7445.0,426900.0,4809.0,2.0104515050167224
247,II12,2014,495.0,62.0,2569.0,2879.0,89.0,431.0,154.0,11026.024064171123,18.130841121495326,23.0,1120.5331564986736,1792.8257142857142,37.0,375.65934065934067,514.2264150943396,54.0,26252.71780821918,1800.0,0.0,4748.0,0.0,87.0,7.034188034188034,24.0,9.0,1590.0,0.0,0.0,2712.0,654.0,36300.0,8.908018322784887,7391.0,7028.0,7674.0,426200.0,4679.0,1.7252949852507375
248,II12,2015,573.0,56.0,3205.0,3424.0,94.0,405.0,204.0,11026.024064171123,199.0,24.0,70.0,54.0,37.0,97.0,61.0,67.0,26252.71780821918,1942.0,0.0,4897.0,0.0,92.0,5.0,19.0,7.0,1663.0,0.0,0.0,3098.0,590.0,31700.0,9.043458999670106,8463.0,7157.0,7759.0,416900.0,5366.0,1.7320852162685603
249,II13,2013,1281.0,144.0,2834.0,2867.0,99.0,428.0,415.0,14183.0,18.130841121495326,83.0,274.0,1792.8257142857142,63.0,545.0,514.2264150943396,140.0,3217.0,4558.0,0.0,2823.0,0.0,94.0,7.034188034188034,5.0,3.0,1877.0,0.0,0.0,12808.0,622.0,20100.0,9.915119636765835,20234.0,6030.0,6649.0,214300.0,7425.0,0.5797158026233604
250,II13,2014,908.0,142.0,3323.0,3587.0,93.0,438.0,195.0,15184.0,18.130841121495326,93.0,278.0,1792.8257142857142,62.0,355.0,514.2264150943396,132.0,3192.0,4579.0,0.0,2954.0,0.0,89.0,7.034188034188034,10.0,6.0,1936.0,0.0,0.0,13532.0,1298.0,41000.0,9.98502145551739,21699.0,6053.0,7342.0,232100.0,8166.0,0.6034584688146616
251,II13,2015,1215.0,141.0,3335.0,2865.0,116.0,427.0,250.0,15917.0,0.0,91.0,289.0,1792.8257142857142,63.0,305.0,514.2264150943396,135.0,3107.0,5396.0,0.0,3011.0,0.0,112.0,5.0,9.0,6.0,2038.0,0.0,0.0,14099.0,1308.0,39500.0,10.014984203549803,22359.0,6161.0,7464.0,225100.0,8261.0,0.5859280800056742
252,II131,2013,112.0,33.0,638.0,605.0,105.0,63.0,170.0,336.0,0.0,180.3384223918575,1120.5331564986736,1792.8257142857142,49.0,375.65934065934067,514.2264150943396,30.0,1679.0,742.0,0.0,1323.0,0.0,100.0,7.034188034188034,8.0,4.0,643.0,0.0,0.0,1306.0,111.0,8600.0,7.88344635413774,2653.0,2218.0,2325.0,179700.0,1347.0,1.0313935681470139
253,II131,2014,107.0,18.0,599.0,812.0,74.0,63.0,62.0,329.0,0.0,31.0,47.0,1792.8257142857142,52.0,14.0,514.2264150943396,20.0,1792.0,492.0,0.0,1313.0,0.0,72.0,7.034188034188034,12.0,6.0,635.0,0.0,0.0,1415.0,167.0,12900.0,7.908387159290043,2720.0,2102.0,2272.0,175000.0,1304.0,0.9215547703180212
254,II131,2015,86.0,18.0,771.0,603.0,128.0,60.0,46.0,325.0,0.0,30.0,45.0,1792.8257142857142,55.0,8.0,514.2264150943396,19.0,1576.0,610.0,0.0,1337.0,0.0,125.0,0.0,15.0,8.0,623.0,0.0,0.0,1459.0,226.0,16900.0,7.890582534656536,2672.0,2102.0,2330.0,174600.0,1213.0,0.8313913639479096
255,II132,2013,1093.0,104.0,1954.0,1990.0,98.0,324.0,209.0,13221.0,18.130841121495326,180.3384223918575,1120.5331564986736,1792.8257142857142,67.0,375.65934065934067,514.2264150943396,105.0,1372.0,3518.0,0.0,1037.0,0.0,93.0,7.034188034188034,4.0,3.0,1009.0,0.0,0.0,11039.0,435.0,31100.0,9.713960095491844,16547.0,3042.0,3478.0,248700.0,5508.0,0.4989582389709213
256,II132,2014,708.0,116.0,2470.0,2497.0,99.0,331.0,122.0,14134.0,18.130841121495326,36.0,212.0,1792.8257142857142,65.0,336.0,537.0,105.0,1249.0,3757.0,0.0,1151.0,0.0,94.0,1.0,9.0,6.0,1060.0,0.0,0.0,11600.0,1050.0,72800.0,9.789982851739307,17854.0,3127.0,4166.0,289000.0,6254.0,0.5391379310344827
257,II132,2015,1019.0,114.0,2290.0,1975.0,116.0,324.0,172.0,14729.0,0.0,180.3384223918575,223.0,91.0,66.0,375.65934065934067,289.0,109.0,1410.0,4343.0,0.0,1168.0,0.0,110.0,3.0,8.0,5.0,1172.0,0.0,0.0,12110.0,951.0,61700.0,9.821626526055807,18428.0,3215.0,4160.0,270100.0,6318.0,0.5217175887696119
258,II133,2013,76.0,6.0,242.0,273.0,89.0,42.0,37.0,625.0,0.0,23.0,16.0,3.0,45.0,3.0,9.0,6.0,166.0,298.0,0.0,463.0,0.0,87.0,0.0,16.0,7.0,224.0,0.0,0.0,463.0,76.0,18600.0,6.9411900550683745,1034.0,771.0,846.0,206200.0,571.0,1.2332613390928726
259,II133,2014,93.0,8.0,254.0,279.0,91.0,43.0,12.0,720.0,0.0,25.0,18.0,4.0,46.0,5.0,15.0,7.0,151.0,330.0,0.0,491.0,0.0,88.0,0.0,16.0,7.0,241.0,0.0,0.0,517.0,81.0,19100.0,7.025538314638521,1125.0,824.0,904.0,213800.0,609.0,1.1779497098646035
260,II133,2015,111.0,9.0,274.0,287.0,95.0,42.0,32.0,863.0,0.0,180.3384223918575,22.0,1792.8257142857142,42.0,375.65934065934067,514.2264150943396,7.0,122.0,442.0,0.0,506.0,0.0,92.0,1.0,25.0,10.0,244.0,0.0,0.0,529.0,132.0,29800.0,7.1372784372603855,1258.0,844.0,974.0,220700.0,729.0,1.3780718336483933
261,JJ,2013,1489.0,130.0,9129.0,6024.0,152.0,1526.0,173.0,7007.0,136.0,31.0,911.0,435.0,36.0,127.0,73.0,162.0,7336.0,9104.0,0.0,7946.0,0.0,149.0,17.0,10.0,3.0,2323.0,0.0,0.0,8344.0,804.0,26300.0,10.063563500382763,23472.0,12864.0,13700.0,447700.0,15128.0,1.813039309683605
262,JJ,2014,1619.0,120.0,10575.0,7413.0,143.0,1591.0,136.0,7224.0,149.0,34.0,1120.5331564986736,406.0,28.0,375.65934065934067,53.0,124.0,7339.0,10729.0,0.0,7854.0,0.0,141.0,35.0,10.0,3.0,2339.0,0.0,0.0,6996.0,676.0,19200.0,10.132135924484782,25138.0,12982.0,13663.0,388600.0,18142.0,2.5931961120640366
263,JJ,2015,1593.0,121.0,9119.0,5973.0,153.0,1637.0,97.0,7495.0,104.0,35.0,1079.0,1792.8257142857142,30.0,122.0,514.2264150943396,87.0,5264.0,9336.0,0.0,7673.0,0.0,151.0,29.0,11.0,3.0,2351.0,0.0,0.0,6570.0,719.0,20700.0,9.993282551652342,21879.0,12896.0,13581.0,392000.0,15309.0,2.33013698630137
264,JJ11,2013,220.0,60.0,1922.0,1840.0,104.0,282.0,77.0,1005.0,130.0,8.0,111.0,41.0,43.0,47.0,23.0,97.0,2464.0,1255.0,0.0,3034.0,0.0,101.0,8.0,20.0,9.0,1048.0,0.0,0.0,2296.0,469.0,28500.0,8.592486175451668,5391.0,4531.0,5036.0,306500.0,3095.0,1.3479965156794425
