,Industry_code_NZSIOC,Year,Additions to fixed assets,Closing stocks,Current assets,Current liabilities,Current ratio,Depreciation,Disposals of fixed assets,Fixed tangible assets,"Government funding, grants and subsidies",Indirect taxes,Interest and donations,"Interest, dividends and donations",Liabilities structure,Non-operating expenses,Non-operating income,Opening stocks,Other assets,Other liabilities,Other purchases and operating expenses,Purchases and other operating expenses,Purchases of goods bought for resale,Quick ratio,Redundancy and severance,Return on equity,Return on total assets,Salaries and wages paid,Sales of goods not further processed,Sales of other goods and services,Shareholders funds or owners equity,Surplus before income tax,Surplus per employee count,Total assets,Total equity and liabilities,Total expenditure,Total income,Total income per employee count(3),Liability,Leverage ratio
265,JJ11,2014,241.0,41.0,2505.0,2287.0,110.0,262.0,92.0,916.0,18.130841121495326,12.0,110.0,1792.8257142857142,45.0,64.0,514.2264150943396,45.0,2370.0,871.0,0.0,2912.0,0.0,108.0,7.034188034188034,20.0,9.0,1057.0,0.0,0.0,2633.0,536.0,28300.0,8.66406026722579,5791.0,4416.0,4955.0,261600.0,3158.0,1.199392328142803
266,JJ11,2015,266.0,55.0,2276.0,1844.0,123.0,256.0,61.0,973.0,18.130841121495326,10.0,55.0,39.0,43.07823960880196,43.0,514.2264150943396,45.0,2413.0,15015.295454545454,0.0,2946.0,0.0,120.0,7.034188034188034,19.880195599022006,11.0,1101.0,0.0,0.0,14667.616136919316,619.0,32900.0,8.641532465671846,5662.0,4411.0,5021.0,266500.0,16859.295454545456,1.149423007608547
267,JJ12,2013,1269.0,70.0,7208.0,4184.0,172.0,1244.0,96.0,6001.0,7.0,23.0,800.0,395.0,33.0,80.0,50.0,66.0,4872.0,7849.0,0.0,4911.0,0.0,171.0,10.0,6.0,2.0,1275.0,0.0,0.0,6048.0,335.0,23700.0,9.802616942151154,18081.0,8333.0,8664.0,611300.0,12033.0,1.9895833333333333
268,JJ12,2014,1377.0,79.0,8071.0,5126.0,157.0,1329.0,44.0,6308.0,18.130841121495326,22.0,1120.5331564986736,1792.8257142857142,23.0,375.65934065934067,514.2264150943396,79.0,4969.0,9857.0,0.0,4942.0,0.0,156.0,7.034188034188034,3.0,1.0,1282.0,0.0,0.0,4364.0,141.0,8700.0,9.870292647678488,19347.0,8566.0,8708.0,537200.0,14983.0,3.4333180568285977
269,JJ12,2015,1327.0,66.0,6843.0,4129.0,166.0,1381.0,35.0,6522.0,18.130841121495326,25.0,1023.0,1792.8257142857142,43.07823960880196,79.0,514.2264150943396,42.0,2851.0,15015.295454545454,0.0,4727.0,0.0,164.0,7.034188034188034,19.880195599022006,1.0,1250.0,0.0,0.0,14667.616136919316,100.0,6300.0,9.693815353719375,16217.0,8485.0,8561.0,541800.0,19144.295454545456,1.305208377137581
270,KK,2013,1647.0,33.0,268754.0,430477.0,62.0,605.0,782.0,18048.0,23.0,78.0,22172.0,42988.0,22.0,7953.0,5907.0,35.0,640027.0,296257.0,0.0,12413.0,0.0,62.0,26.0,8.0,2.0,4959.0,0.0,0.0,200095.0,15737.0,56822.03389830508,13.739525440459724,926830.0,48732.0,64471.0,1121600.0,726734.0,3.6319448262075515
271,KK,2014,1871.0,96.0,272101.0,443576.0,61.0,653.0,932.0,10080.0,15.0,77.0,22156.0,44403.0,21.0,3101.0,8028.0,99.0,658762.0,296374.0,0.0,12626.0,0.0,61.0,50.0,12.0,3.0,5134.0,0.0,0.0,200994.0,24551.0,56822.03389830508,13.754637842875248,940943.0,44327.0,68881.0,1197900.0,739950.0,3.681453177706797
272,KK,2015,2246.0,137.0,285007.0,481926.0,59.0,725.0,339.3710144927536,11026.024064171123,4.0,85.0,23365.0,44715.0,20.0,7893.0,7219.0,128.0,694615.0,310923.0,0.0,14615.0,0.0,59.0,34.0,8.0,2.0,5478.0,0.0,0.0,199999.0,16994.0,56822.03389830508,13.80833386701318,992849.0,52722.0,69707.0,1178700.0,792849.0,3.9642648213241065
273,KK11,2013,1477.0,23.0,245227.0,411555.0,60.0,463.0,717.0,17278.0,10.0,55.0,21964.0,41786.0,21.0,7088.0,4697.0,26.0,618480.0,281789.0,0.0,4826.0,0.0,60.0,11.0,7.0,2.0,2842.0,0.0,0.0,187640.0,13834.0,56822.03389830508,13.688795878666674,880985.0,37293.0,51130.0,1529400.0,693344.0,3.6950756768279684
274,KK11,2014,1655.0,65.0,250533.0,424190.0,59.0,500.0,848.0,9358.0,6.0,50.0,21955.0,43067.0,21.0,2478.0,6876.0,68.0,637452.0,284677.0,0.0,4498.0,0.0,59.0,34.0,12.0,2.0,2923.0,0.0,0.0,188476.0,22301.0,56822.03389830508,13.707193453680354,897343.0,32460.0,54763.0,1607700.0,708867.0,3.761046499289034
275,KK11,2015,1931.0,113.0,265565.0,464101.0,57.0,528.0,339.3710144927536,11026.024064171123,1.0,61.0,23165.0,43513.0,20.0,7161.0,5396.0,98.0,671159.0,298082.0,0.0,4890.0,0.0,57.0,15.0,8.0,2.0,3112.0,0.0,0.0,186911.0,15244.0,56822.03389830508,13.763262070683103,949093.0,38967.0,54196.0,1530800.0,762183.0,4.077785684095639
276,KK111,2013,354.0,7.0,176518.0,328044.0,54.0,364.0,67.0,976.0,0.0,180.3384223918575,16398.0,26166.0,8.0,1192.0,1422.0,5.0,388630.0,193557.0,0.0,2958.0,0.0,54.0,9.0,16.0,1.0,2491.0,0.0,0.0,44523.0,7061.0,56822.03389830508,13.246568414462608,566124.0,23450.0,30509.0,996200.0,521601.0,11.715315679536419
277,KK111,2014,366.0,6.0,181472.0,345053.0,53.0,404.0,99.0,973.0,0.0,180.3384223918575,16953.0,26898.0,8.0,819.0,1035.0,5.0,407767.0,200187.0,0.0,2904.0,0.0,53.0,33.0,16.0,1.0,2559.0,0.0,0.0,44972.0,7156.0,56822.03389830508,13.288238767680117,590213.0,23693.0,30848.0,1017800.0,545240.0,12.123988259361381
278,KK111,2015,270.0,4.0,195704.0,376259.0,52.0,408.0,109.0,1055.0,0.0,180.3384223918575,18988.0,29621.0,7.0,760.0,1429.0,4.0,439887.0,215154.0,0.0,2985.0,0.0,52.0,11.0,18.0,1.0,2684.0,0.0,0.0,45231.0,8209.0,56822.03389830508,13.363967479362008,636645.0,25881.0,34091.0,1120700.0,591413.0,13.07539077181579
279,KK112,2013,1123.0,16.0,68710.0,83512.0,82.0,100.0,650.0,16302.0,10.0,180.3384223918575,5566.0,15620.0,45.0,5895.0,3275.0,21.0,229849.0,88232.0,0.0,1868.0,0.0,82.0,2.0,5.0,2.0,352.0,0.0,0.0,143117.0,6773.0,56822.03389830508,12.659886550578314,314861.0,13843.0,20620.0,7348800.0,171744.0,1.2000251542444293
280,KK112,2014,1289.0,60.0,69061.0,79137.0,87.0,97.0,749.0,8385.0,6.0,180.3384223918575,5002.0,16169.0,47.0,1659.0,5841.0,63.0,229684.0,84490.0,0.0,1594.0,0.0,87.0,1.0,11.0,5.0,365.0,0.0,0.0,143503.0,15145.0,56822.03389830508,12.635026389707242,307130.0,8767.0,23915.0,6370900.0,163627.0,1.1402340020766117
281,KK112,2015,1661.0,109.0,69861.0,87842.0,80.0,120.0,339.3710144927536,11026.024064171123,1.0,180.3384223918575,4177.0,13892.0,45.0,6402.0,3967.0,94.0,231273.0,82927.0,0.0,1905.0,0.0,79.0,5.0,5.0,2.0,429.0,0.0,0.0,141680.0,7035.0,56822.03389830508,12.652196534840025,312449.0,13085.0,20105.0,4032700.0,170769.0,1.2053147939017503
282,KK12,2013,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,51.0,339.3710144927536,11026.024064171123,0.0,10.0,14.0,687.0,23.0,743.0,1030.0,0.0,26252.71780821918,15015.295454545454,0.0,5807.0,0.0,94.03141361256544,7.0,12.0,3.0,721.0,0.0,0.0,7938.0,972.0,56822.03389830508,10.459926872262475,34889.0,7774.0,8745.0,937500.0,33700.800429669835,4.245502699630869
283,KK12,2014,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,58.0,339.3710144927536,11026.024064171123,0.0,13.0,14.0,751.0,24.0,546.0,929.0,0.0,26252.71780821918,15015.295454545454,0.0,6244.0,0.0,94.03141361256544,8.0,13.0,3.0,771.0,0.0,0.0,7746.0,1025.0,56822.03389830508,10.389333772591105,32511.0,8148.0,9174.0,1031300.0,33700.800429669835,4.350735919141471
284,KK12,2015,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,79.0,339.3710144927536,11026.024064171123,0.0,11.0,14.0,701.0,25.0,586.0,1458.0,0.0,26252.71780821918,15015.295454545454,0.0,7674.0,0.0,94.03141361256544,12.0,6.0,2.0,824.0,0.0,0.0,8066.0,518.0,56822.03389830508,10.391760771831608,32590.0,9689.0,10207.0,1135500.0,33700.800429669835,4.1781304772712415
285,KK121,2013,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,12.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,334.0,33.0,585.0,879.0,0.0,26252.71780821918,15015.295454545454,0.0,1746.0,0.0,94.03141361256544,0.0,12.0,4.0,96.0,0.0,0.0,4163.0,495.0,56822.03389830508,9.451873788401983,12732.0,2730.0,3225.0,2718100.0,33700.800429669835,8.095315981184202
286,KK121,2014,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,13.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,389.0,29.0,443.0,746.0,0.0,26252.71780821918,15015.295454545454,0.0,1840.0,0.0,94.03141361256544,7.034188034188034,15.0,5.0,98.0,0.0,0.0,3755.0,580.0,56822.03389830508,9.46187699779161,12860.0,2702.0,3282.0,3487900.0,33700.800429669835,8.974913563161074
287,KK121,2015,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,18.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,357.0,27.0,549.0,1166.0,0.0,26252.71780821918,15015.295454545454,0.0,1903.0,0.0,94.03141361256544,2.0,27.0,7.0,105.0,0.0,0.0,3677.0,978.0,56822.03389830508,9.528430400599346,13745.0,2877.0,3855.0,3738000.0,33700.800429669835,9.165297913970583
288,KK122,2013,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,38.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,353.0,17.0,159.0,151.0,0.0,26252.71780821918,15015.295454545454,0.0,4061.0,0.0,94.03141361256544,7.0,13.0,2.0,626.0,0.0,0.0,3775.0,477.0,56822.03389830508,10.005908752635277,22157.0,5044.0,5520.0,678100.0,33700.800429669835,8.92736435223042
289,KK122,2014,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,45.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,362.0,20.0,104.0,182.0,0.0,26252.71780821918,15015.295454545454,0.0,4404.0,0.0,94.03141361256544,7.034188034188034,11.0,2.0,673.0,0.0,0.0,3991.0,446.0,56822.03389830508,9.885883506587767,19651.0,5446.0,5892.0,740800.0,33700.800429669835,8.444199556419402
290,KK122,2015,795.3511235955057,0.0,14534.3671875,18685.50497512438,123.05208333333333,61.0,339.3710144927536,11026.024064171123,0.0,180.3384223918575,1120.5331564986736,344.0,23.0,38.0,292.0,0.0,26252.71780821918,15015.295454545454,0.0,5772.0,0.0,94.03141361256544,9.0,-10.0,-2.0,719.0,0.0,0.0,4389.0,-460.0,56822.03389830508,9.844002905701236,18845.0,6812.0,6352.0,798200.0,33700.800429669835,7.678468997418508
291,KK13,2013,795.3511235955057,10.0,14534.3671875,18685.50497512438,123.05208333333333,91.0,339.3710144927536,11026.024064171123,12.0,13.0,194.0,514.0,41.0,122.0,180.0,9.0,26252.71780821918,15015.295454545454,0.0,1780.0,0.0,94.03141361256544,9.0,21.0,8.0,1395.0,0.0,0.0,4517.0,931.0,56822.03389830508,9.301642530382969,10956.0,3665.0,4595.0,312200.0,33700.800429669835,7.460881210907646
292,KK13,2014,795.3511235955057,30.0,14534.3671875,18685.50497512438,123.05208333333333,95.0,339.3710144927536,11026.024064171123,9.0,14.0,187.0,586.0,43.0,76.0,223.0,31.0,26252.71780821918,15015.295454545454,0.0,1884.0,0.0,94.03141361256544,7.0,26.0,11.0,1439.0,0.0,0.0,4772.0,1225.0,56822.03389830508,9.313799080344413,11090.0,3719.0,4944.0,340000.0,33700.800429669835,7.062196234214131
293,KK13,2015,795.3511235955057,24.0,14534.3671875,18685.50497512438,123.05208333333333,118.0,339.3710144927536,11026.024064171123,3.0,13.0,186.0,501.0,45.0,146.0,365.0,30.0,26252.71780821918,15015.295454545454,0.0,2051.0,0.0,94.03141361256544,7.0,25.0,11.0,1542.0,0.0,0.0,5023.0,1233.0,56822.03389830508,9.320628725870305,11166.0,4066.0,5304.0,359600.0,33700.800429669835,6.709297318269925
294,KK131,2013,795.3511235955057,10.0,14534.3671875,18685.50497512438,123.05208333333333,91.0,339.3710144927536,11026.024064171123,12.0,13.0,194.0,514.0,41.0,122.0,180.0,9.0,26252.71780821918,15015.295454545454,0.0,1780.0,0.0,94.03141361256544,9.0,21.0,8.0,1395.0,0.0,0.0,4517.0,931.0,56822.03389830508,9.301642530382969,10956.0,3665.0,4595.0,312200.0,33700.800429669835,7.460881210907646
295,KK131,2014,795.3511235955057,30.0,14534.3671875,18685.50497512438,123.05208333333333,95.0,339.3710144927536,11026.024064171123,9.0,14.0,187.0,586.0,43.0,76.0,223.0,31.0,26252.71780821918,15015.295454545454,0.0,1884.0,0.0,94.03141361256544,7.0,26.0,11.0,1439.0,0.0,0.0,4772.0,1225.0,56822.03389830508,9.313799080344413,11090.0,3719.0,4944.0,340000.0,33700.800429669835,7.062196234214131
296,KK131,2015,795.3511235955057,24.0,14534.3671875,18685.50497512438,123.05208333333333,118.0,339.3710144927536,11026.024064171123,3.0,13.0,186.0,501.0,45.0,146.0,365.0,30.0,26252.71780821918,15015.295454545454,0.0,2051.0,0.0,94.03141361256544,7.0,25.0,11.0,1542.0,0.0,0.0,5023.0,1233.0,56822.03389830508,9.320628725870305,11166.0,4066.0,5304.0,359600.0,33700.800429669835,6.709297318269925
297,LL,2013,14862.0,3231.0,26886.0,34351.0,78.0,1560.0,9425.0,126399.0,31.0,520.0,3731.0,1413.0,43.0,759.0,1926.0,3288.0,28637.0,69807.0,0.0,6897.0,0.0,69.0,7.034188034188034,9.0,4.0,1543.0,0.0,0.0,77765.0,6742.0,266700.0,12.11133330276738,181922.0,15836.0,22634.0,895600.0,104158.0,1.339394329068347
298,LL,2014,11793.0,3119.0,27087.0,33958.0,80.0,1690.0,7300.0,132490.0,34.0,572.0,3473.0,1086.0,43.0,551.0,1941.0,3199.0,24991.0,70565.0,0.0,7231.0,0.0,71.0,7.034188034188034,10.0,4.0,1566.0,0.0,0.0,80046.0,7619.0,293800.0,12.125773238245445,184568.0,16098.0,23796.0,917700.0,104523.0,1.3057866726632186
299,LL,2015,20049.0,2693.0,26315.0,38515.0,68.0,1750.0,10960.0,144686.0,16.0,595.0,3715.0,1229.0,46.0,515.0,2824.0,2809.0,28663.0,70306.0,0.0,8137.0,0.0,61.0,10.0,9.0,4.0,1820.0,0.0,0.0,90843.0,8583.0,314300.0,12.204391232747636,199664.0,17656.0,26356.0,965200.0,108821.0,1.19790187466288
300,LL11,2013,1629.0,131.0,5900.0,3836.0,154.0,722.0,487.0,5402.0,2.0,28.0,591.0,314.0,31.0,94.0,126.0,121.0,7228.0,8946.0,0.0,1615.0,0.0,150.0,7.034188034188034,12.0,4.0,586.0,0.0,0.0,5748.0,695.0,62800.0,9.827146319279406,18530.0,3636.0,4321.0,389900.0,12782.0,2.223729993041058
301,LL11,2014,1715.0,282.0,6223.0,3874.0,161.0,836.0,574.0,6344.0,18.130841121495326,33.0,361.0,301.0,40.0,72.0,514.2264150943396,196.0,4566.0,6488.0,0.0,1775.0,0.0,153.0,7.034188034188034,13.0,5.0,603.0,0.0,0.0,6771.0,851.0,73800.0,9.748820072523989,17134.0,3679.0,4445.0,385200.0,10362.0,1.5303500221533008
302,LL11,2015,2326.0,227.0,4361.0,3154.0,138.0,878.0,726.0,7427.0,6.0,44.0,436.0,280.0,44.0,87.0,155.0,213.0,4422.0,5968.0,0.0,1896.0,0.0,131.0,5.0,11.0,5.0,657.0,0.0,0.0,7088.0,806.0,65600.0,9.693383614729722,16210.0,3999.0,4791.0,389900.0,9122.0,1.2869638826185101
303,LL111,2013,1496.0,121.0,4689.0,3208.0,146.0,699.0,452.0,5004.0,0.0,26.0,1120.5331564986736,231.0,27.0,375.65934065934067,105.0,112.0,2876.0,5955.0,0.0,1292.0,0.0,142.0,7.034188034188034,10.0,3.0,480.0,0.0,0.0,3407.0,341.0,34600.0,9.438988743924838,12569.0,2900.0,3231.0,327700.0,9163.0,2.6894628705606105
304,LL111,2014,1641.0,270.0,5033.0,3265.0,154.0,813.0,539.0,6000.0,0.0,32.0,310.0,251.0,36.0,61.0,131.0,188.0,2524.0,5412.0,0.0,1496.0,0.0,146.0,7.034188034188034,11.0,4.0,500.0,0.0,0.0,4880.0,554.0,53900.0,9.51465829807939,13557.0,3211.0,3682.0,358500.0,8677.0,1.7780737704918033
305,LL111,2015,2216.0,204.0,3009.0,2500.0,120.0,858.0,663.0,6966.0,0.0,40.0,380.0,249.0,40.0,60.0,128.0,200.0,2169.0,4770.0,0.0,1568.0,0.0,112.0,4.0,10.0,4.0,553.0,0.0,0.0,4874.0,495.0,45400.0,9.404590499635411,12144.0,3460.0,3952.0,362400.0,7270.0,1.4915880180549856
306,LL112,2013,133.0,10.0,1211.0,628.0,193.0,23.0,34.0,399.0,1.0,2.0,1120.5331564986736,83.0,39.0,375.65934065934067,20.0,9.0,4351.0,2991.0,0.0,322.0,0.0,191.0,1.0,15.0,6.0,107.0,0.0,0.0,2342.0,354.0,289600.0,8.692993531219926,5961.0,736.0,1090.0,890600.0,3619.0,1.545260461144321
307,LL112,2014,74.0,12.0,1190.0,608.0,196.0,23.0,35.0,344.0,18.130841121495326,2.0,51.0,50.0,53.0,11.0,514.2264150943396,8.0,2042.0,1076.0,0.0,279.0,0.0,194.0,0.0,16.0,8.0,103.0,0.0,0.0,1892.0,297.0,234400.0,8.182279739259018,3577.0,468.0,763.0,601000.0,1684.0,0.8900634249471459
308,LL112,2015,110.0,23.0,1352.0,654.0,207.0,19.0,63.0,461.0,6.0,3.0,56.0,31.0,54.0,27.0,27.0,12.0,2253.0,1199.0,0.0,328.0,0.0,203.0,0.0,14.0,8.0,104.0,0.0,0.0,2214.0,311.0,224700.0,8.310414994188292,4066.0,539.0,839.0,606600.0,1853.0,0.8369467028003613
309,LL12,2013,13233.0,3100.0,20986.0,30515.0,69.0,838.0,8938.0,120996.0,29.0,492.0,3140.0,1098.0,44.0,665.0,1800.0,3167.0,21410.0,60861.0,0.0,5282.0,0.0,59.0,0.0,8.0,4.0,957.0,0.0,0.0,72016.0,6046.0,426100.0,12.003907500601155,163392.0,12199.0,18313.0,1290600.0,91376.0,1.2688291490779826
310,LL12,2014,10079.0,2837.0,20864.0,30084.0,69.0,854.0,6726.0,126146.0,18.130841121495326,538.0,3112.0,785.0,44.0,479.0,514.2264150943396,3003.0,20425.0,64076.0,0.0,5456.0,0.0,60.0,1.0,9.0,4.0,964.0,0.0,0.0,73274.0,6767.0,470300.0,12.028350495231114,167435.0,12419.0,19351.0,1344800.0,94160.0,1.285039713950378
311,LL12,2015,17723.0,2466.0,21954.0,35361.0,62.0,873.0,10234.0,137259.0,10.0,551.0,3279.0,949.0,46.0,428.0,2669.0,2596.0,24241.0,64338.0,0.0,6242.0,0.0,55.0,5.0,9.0,4.0,1163.0,0.0,0.0,83755.0,7777.0,517900.0,12.119719233852068,183454.0,13658.0,21565.0,1436000.0,99699.0,1.1903647543430242
312,LL122,2013,795.3511235955057,3085.0,19828.0,29731.0,67.0,780.0,339.3710144927536,119996.0,29.0,480.0,3091.0,1044.0,44.0,620.0,1766.0,3154.0,20804.0,60205.0,0.0,4263.0,0.0,56.0,0.0,8.0,3.0,395.0,0.0,0.0,70693.0,5557.0,970700.0,11.986852637045288,160629.0,9629.0,15254.0,2664900.0,89936.0,1.272205168828597
313,LL122,2014,9821.0,2823.0,19909.0,29320.0,68.0,797.0,6591.0,124985.0,18.130841121495326,524.0,3071.0,751.0,44.0,450.0,514.2264150943396,2990.0,19770.0,63518.0,0.0,4424.0,0.0,58.0,1.0,9.0,4.0,418.0,0.0,0.0,71826.0,6171.0,1197600.0,12.011662313038837,164664.0,9684.0,16022.0,3109400.0,92838.0,1.292540305738869
314,LL122,2015,795.3511235955057,2452.0,20953.0,34446.0,61.0,800.0,339.3710144927536,135934.0,9.0,534.0,3232.0,917.0,46.0,399.0,2631.0,2583.0,23378.0,63602.0,0.0,5154.0,0.0,54.0,0.0,9.0,4.0,518.0,0.0,0.0,82218.0,7106.0,1298700.0,12.102188816811092,180266.0,10637.0,17875.0,3266800.0,98048.0,1.1925369140577489
315,LL123,2013,265.0,14.0,1158.0,784.0,148.0,58.0,111.0,1000.0,0.0,12.0,48.0,55.0,48.0,44.0,34.0,13.0,606.0,656.0,0.0,1020.0,0.0,146.0,0.0,37.0,18.0,562.0,0.0,0.0,1324.0,489.0,57800.0,7.92443418488756,2764.0,2570.0,3058.0,361300.0,1440.0,1.0876132930513596
316,LL123,2014,258.0,14.0,955.0,764.0,125.0,57.0,135.0,1161.0,0.0,14.0,41.0,34.0,52.0,29.0,59.0,12.0,655.0,559.0,0.0,1032.0,0.0,123.0,0.0,41.0,22.0,546.0,0.0,0.0,1448.0,596.0,64500.0,7.9269635448629785,2771.0,2734.0,3328.0,360500.0,1323.0,0.9136740331491713
317,LL123,2015,362.0,15.0,1001.0,915.0,109.0,72.0,210.0,1325.0,0.0,17.0,47.0,32.0,48.0,29.0,39.0,14.0,863.0,736.0,0.0,1087.0,0.0,108.0,5.0,44.0,21.0,645.0,0.0,0.0,1537.0,671.0,70300.0,8.067149039910106,3188.0,3020.0,3689.0,386700.0,1651.0,1.074170461938842
318,MN,2013,1484.0,597.0,27584.0,23708.0,116.0,804.0,715.0,5723.0,209.0,99.0,1071.0,2786.0,39.0,853.0,473.0,602.0,25104.0,11773.0,0.0,17183.0,0.0,114.0,31.0,25.0,10.0,13131.0,0.0,0.0,22929.0,5815.0,27200.0,10.975242387034355,58410.0,33140.0,38960.0,182000.0,35481.0,1.5474290200183174
319,MN,2014,1778.0,670.0,28689.0,25091.0,114.0,839.0,722.0,6055.0,261.0,103.0,953.0,2079.0,39.0,648.0,474.0,576.0,26434.0,12292.0,0.0,18267.0,0.0,112.0,21.0,23.0,9.0,14006.0,0.0,0.0,23795.0,5436.0,24300.0,11.021542926748845,61178.0,34816.0,40158.0,179300.0,37383.0,1.5710443370455978
320,MN,2015,1663.0,757.0,29839.0,26526.0,112.0,874.0,611.0,6555.0,247.0,114.0,1198.0,2376.0,39.0,526.0,371.0,684.0,26961.0,12190.0,0.0,19212.0,0.0,110.0,31.0,23.0,9.0,14880.0,0.0,0.0,24638.0,5574.0,23700.0,11.05649332503457,63354.0,36805.0,42306.0,179600.0,38716.0,1.5713937819628216
321,MN11,2013,1013.0,515.0,24583.0,21321.0,115.0,619.0,558.0,3848.0,164.0,74.0,962.0,2642.0,39.0,705.0,422.0,508.0,23572.0,10422.0,0.0,12706.0,0.0,113.0,24.0,26.0,10.0,10011.0,0.0,0.0,20259.0,5214.0,43300.0,10.8590374583624,52002.0,25078.0,30285.0,251200.0,31743.0,1.5668591737005775
322,MN11,2014,1237.0,561.0,25460.0,22490.0,113.0,652.0,478.0,4014.0,218.0,81.0,842.0,1874.0,39.0,455.0,385.0,479.0,24571.0,10714.0,0.0,13686.0,0.0,111.0,15.0,23.0,9.0,10811.0,0.0,0.0,20841.0,4822.0,37800.0,10.897572311850304,54045.0,26526.0,31265.0,245300.0,33204.0,1.5932057003022888
323,MN11,2015,1201.0,650.0,26586.0,23769.0,112.0,654.0,474.0,4389.0,196.0,90.0,1076.0,2209.0,38.0,356.0,277.0,584.0,24723.0,10522.0,0.0,14181.0,0.0,109.0,26.0,23.0,9.0,11427.0,0.0,0.0,21407.0,4941.0,37300.0,10.927699518627987,55698.0,27784.0,32659.0,246400.0,34291.0,1.6018592049329659
324,MN111,2013,240.0,220.0,2569.0,1888.0,136.0,131.0,113.0,726.0,93.0,23.0,70.0,115.0,44.0,80.0,40.0,251.0,918.0,462.0,0.0,3400.0,0.0,124.0,10.0,37.0,17.0,2644.0,0.0,0.0,1863.0,697.0,23100.0,8.345692873253865,4212.0,6349.0,7078.0,234000.0,2350.0,1.261406333870102
325,MN111,2014,279.0,212.0,2654.0,1880.0,141.0,147.0,69.0,760.0,121.0,24.0,72.0,89.0,45.0,84.0,62.0,195.0,949.0,524.0,0.0,3704.0,0.0,130.0,3.0,38.0,17.0,2913.0,0.0,0.0,1958.0,737.0,22500.0,8.38091517312361,4363.0,6944.0,7663.0,233900.0,2404.0,1.2277834525025537
326,MN111,2015,248.0,300.0,2688.0,1958.0,137.0,144.0,57.0,792.0,114.0,29.0,73.0,124.0,44.0,68.0,87.0,250.0,1110.0,606.0,0.0,3931.0,0.0,122.0,1.0,40.0,18.0,2992.0,0.0,0.0,2026.0,807.0,23200.0,8.431635303054591,4590.0,7238.0,7995.0,229700.0,2564.0,1.265547877591313
327,MN112,2013,143.0,70.0,1539.0,892.0,172.0,78.0,64.0,470.0,18.130841121495326,12.0,79.0,1792.8257142857142,43.0,39.0,14.0,61.0,832.0,732.0,0.0,1603.0,0.0,165.0,1.0,131.0,56.0,1923.0,0.0,0.0,1217.0,1595.0,53000.0,7.951911381854188,2841.0,3734.0,5319.0,176800.0,1624.0,1.3344289235825801
328,MN112,2014,159.0,89.0,1595.0,1005.0,159.0,97.0,53.0,469.0,18.130841121495326,13.0,76.0,1792.8257142857142,43.0,112.0,23.0,67.0,859.0,652.0,0.0,1651.0,0.0,150.0,1.0,122.0,53.0,2089.0,0.0,0.0,1266.0,1539.0,50500.0,7.980365765111246,2923.0,4039.0,5555.0,182300.0,1657.0,1.3088467614533965
329,MN112,2015,185.0,89.0,1637.0,1056.0,155.0,93.0,62.0,535.0,12.0,14.0,83.0,16.0,42.0,76.0,47.0,99.0,925.0,732.0,0.0,1673.0,0.0,147.0,1.0,131.0,55.0,2156.0,0.0,0.0,1309.0,1713.0,55500.0,8.038189179973203,3097.0,4095.0,5818.0,188700.0,1788.0,1.3659281894576012
330,MN113,2013,403.0,112.0,17761.0,16617.0,107.0,243.0,309.0,2051.0,54.0,22.0,776.0,2434.0,38.0,499.0,308.0,89.0,20963.0,8649.0,0.0,4277.0,0.0,106.0,8.0,13.0,5.0,2742.0,0.0,0.0,15507.0,1978.0,63500.0,10.615799902357084,40774.0,8559.0,10514.0,337600.0,25266.0,1.6293286902689108
331,MN113,2014,592.0,156.0,18122.0,17475.0,104.0,238.0,281.0,2194.0,73.0,27.0,653.0,1712.0,37.0,195.0,265.0,119.0,21819.0,8968.0,0.0,4464.0,0.0,103.0,5.0,11.0,4.0,2874.0,0.0,0.0,15691.0,1691.0,53900.0,10.648634028206454,42135.0,8450.0,10104.0,322100.0,26443.0,1.6852335733860175
332,MN113,2015,518.0,155.0,19032.0,18617.0,102.0,240.0,273.0,2394.0,56.0,28.0,882.0,1996.0,37.0,138.0,93.0,133.0,21638.0,8472.0,0.0,4453.0,0.0,101.0,20.0,10.0,4.0,3097.0,0.0,0.0,15974.0,1670.0,52100.0,10.670419438719087,43063.0,8837.0,10485.0,327000.0,27089.0,1.6958182045824464
